Size_Degree,VRR_Frequency,FRR,Luminance,Luminance_high,Luminance_low,C_t,C_t_high,C_t_low,Observer_name,Age,Gender
1.0,0.5,0.5,0.611106746668307,0.713717124327393,0.497453543246568,0.0417159884329414,0.0539357767275316,0.0339399605004688,Shushan_2,25,M
16.0,0.5,0.5,1.79650033305585,1.95646990931972,1.64143768472922,0.0078975545111994,0.0092324151118434,0.0068136580510949,Shushan_2,25,M
-1.0,0.5,0.5,2.42448205889804,2.61120684072648,2.42448205889804,0.0047444162548106,0.0047444162548106,0.0042132571534733,Shushan_2,25,M
0.5,2.0,2.0,1.03950374668238,1.27744013654897,0.866096983666119,0.0185021634050628,0.0244845407908744,0.0132671058911272,Shushan_2,25,M
1.0,2.0,2.0,2.23476381667624,3.12438135966671,1.78385821212618,0.0054763868046975,0.0076598996463829,0.00390434656778,Shushan_2,25,M
16.0,2.0,2.0,2.29886421512013,2.90037859311863,1.97943845572283,0.0052756526353194,0.0065149755370458,0.0041202668254376,Shushan_2,25,M
-1.0,2.0,2.0,3.92539335915397,4.14210635086186,3.620030554273,0.0035513139519429,0.0036343477286954,0.0035132237946881,Shushan_2,25,M
0.5,4.0,4.0,1.35285801429756,1.4629477239568,1.23852632114145,0.0104320109267861,0.0122341571115048,0.009046551770263,Shushan_2,25,M
1.0,4.0,4.0,1.37253496185037,1.54838985444543,1.17395258484669,0.0101617514294822,0.013457277699708,0.0081583785282854,Shushan_2,25,M
16.0,4.0,4.0,3.01226895684885,3.3044225559146,2.76868491112897,0.0034593963778316,0.0036044341906695,0.0033981606733879,Shushan_2,25,M
-1.0,4.0,4.0,3.60108896335244,3.80906532398832,2.90127498093255,0.003416079719846,0.0035124974172441,0.003416079719846,Shushan_2,25,M
0.5,8.0,8.0,0.937463840987402,1.71290904884663,0.937463840987402,0.0179370366448324,0.0179370366448324,0.004285912438932,Shushan_2,25,M
1.0,8.0,8.0,2.22792871840489,2.51663878698753,1.99322261855836,0.0018528460309542,0.0026759775976998,0.0012545061400563,Shushan_2,25,M
16.0,8.0,8.0,4.83557381200851,5.10829533340867,4.56867851321181,0.0015419196660849,0.0015419196660849,0.0015419196660849,Shushan_2,25,M
-1.0,8.0,8.0,6.23650443764141,6.23650443764141,6.04003921481372,0.0022428718674733,0.0022428718674733,0.0022428718674733,Shushan_2,25,M
0.5,10.0,10.0,0.522617586805471,0.644116672096669,0.522617586805471,0.0494611102151137,0.0494611102151137,0.0367666188425511,Shushan_2,25,M
1.0,10.0,10.0,1.15894056308362,1.30042055854958,1.03226706436181,0.0129149661049363,0.0163928973991612,0.0099705779374422,Shushan_2,25,M
16.0,10.0,10.0,3.68316613880027,4.24395406695797,3.48422541632072,0.0002558505972471,0.0002605304411827,0.0002558505972471,Shushan_2,25,M
-1.0,10.0,10.0,4.31345211623806,5.6031635440895,3.96523935350222,0.0003879345798701,0.0003879345798701,0.0003879345798701,Shushan_2,25,M
0.5,12.0,11.9,0.473839594256053,0.473839594256053,0.473839594256053,0.063013886775297,0.063013886775297,0.063013886775297,Shushan_2,25,M
1.0,12.0,11.9,0.860180411895582,1.02178995605064,0.670783794728833,0.0276563624212998,0.0400542471229365,0.0208071157467687,Shushan_2,25,M
16.0,12.0,11.9,6.33829883253322,6.81780203498891,5.696200278144,0.0007902803372315,0.0007902803372315,0.0007754760561114,Shushan_2,25,M
-1.0,12.0,11.9,4.15459693123264,4.44934335210723,3.95592723589245,0.0008214879993033,0.0008722633047028,0.0007789682447189,Shushan_2,25,M
