size,color,repeat,Y,x,y
full,0.07558270271592309,0,0.944,0.2787,0.2966
16,0.06816466649902507,1,0.764,0.2788,0.2991
full,0.12668871584432848,1,3.741,0.279,0.2915
16,0.049999999999999996,1,0.487,0.2294544240039044,2.62393497819865e-16
16,0.17271388129436815,0,8.091,0.2799,0.2925
0.5,0.4376179965934659,1,68.212,0.007123838074614803,8.146492700740882e-18
0.5,1.0,0,404.938,0.007123838074614803,8.146492700740882e-18
full,0.14047564579899893,0,5.002,0.2798,0.295
16,0.19150951094247873,1,10.674,0.2801,0.2927
full,0.10304139447451709,0,2.137,0.2774,0.2919
0.5,0.11425489899687216,0,2.943,0.007123838074614803,8.146492700740882e-18
full,0.5966016958353019,0,83.171,0.2833,0.292
0.5,0.12668871584432848,0,3.872,0.007123838074614803,8.146492700740882e-18
full,0.049999999999999996,1,0.47,0.2763,0.3021
0.5,0.06816466649902507,0,0.766,0.007123838074614803,8.146492700740882e-18
0.5,0.4852418802655602,0,84.579,0.2831,0.2916
0.5,0.17271388129436815,1,8.13,0.007123838074614803,8.146492700740882e-18
16,0.3210006144457002,0,33.739,0.2294544240039044,2.62393497819865e-16
16,0.5380484445259031,1,106.286,0.2832,0.2912
16,0.05544126201879391,1,0.525,0.2294544240039044,2.62393497819865e-16
16,0.3559335834735583,0,42.261,0.2829,0.2927
0.5,0.06816466649902507,1,0.761,0.2763,0.2961
full,0.2610836388957092,1,20.324,0.2821,0.2926
16,1.0,0,384.807,0.2839,0.2902
16,0.2894961286567438,1,26.793,0.2825,0.2932
full,0.2894961286567438,1,25.368,0.2827,0.2937
16,0.2610836388957092,0,21.435,0.2294544240039044,2.62393497819865e-16
0.5,0.3210006144457002,1,33.982,0.007123838074614803,8.146492700740882e-18
full,0.5380484445259031,0,80.998,0.2834,0.2921
16,0.901855372322704,1,316.477,0.2294544240039044,2.62393497819865e-16
0.5,0.5966016958353019,0,134.779,0.007123838074614803,8.146492700740882e-18
full,0.6615270187932356,1,92.36,0.2835,0.2924
16,0.3210006144457002,1,33.96,0.2824,0.293
16,0.3559335834735583,1,42.509,0.2828,0.2926
full,0.17271388129436815,0,7.972,0.2801,0.2931
full,0.8133431125873235,1,142.782,0.2834,0.291
16,0.06816466649902507,0,0.763,0.2784,0.2954
0.5,0.17271388129436815,0,8.188,0.2799,0.2926
0.5,0.08380800850724197,1,1.246,0.007123838074614803,8.146492700740882e-18
16,0.15576294172003172,0,6.398,0.2294544240039044,2.62393497819865e-16
full,0.06816466649902507,0,0.727,0.2756,0.2964
full,0.3946681412529161,1,47.998,0.2829,0.293
0.5,0.5380484445259031,0,106.907,0.2832,0.2912
16,0.08380800850724197,1,1.226,0.2788,0.2887
0.5,0.06147467068473124,1,0.692,0.007123838074614803,8.146492700740882e-18
16,0.23545968236365628,1,16.785,0.2813,0.2931
0.5,0.23545968236365628,0,16.862,0.2813,0.2931
0.5,0.5966016958353019,1,134.276,0.007123838074614803,8.146492700740882e-18
16,0.3946681412529161,1,53.537,0.2294544240039044,2.62393497819865e-16
16,0.19150951094247873,0,10.663,0.2801,0.2926
full,0.901855372322704,0,180.265,0.284,0.2916
full,0.06147467068473124,1,0.658,0.2723,0.2932
0.5,0.3210006144457002,0,33.966,0.2824,0.2931
16,0.4852418802655602,0,84.597,0.2294544240039044,2.62393497819865e-16
full,0.6615270187932356,0,91.51,0.2835,0.2924
16,0.2610836388957092,1,21.197,0.2825,0.2938
full,0.19150951094247873,0,10.496,0.2799,0.2929
full,0.3559335834735583,0,38.541,0.2827,0.2929
0.5,0.901855372322704,0,325.292,0.284,0.2902
full,0.06816466649902507,1,0.744,0.2788,0.2976
16,0.09292843517846627,0,1.775,0.2776,0.2957
full,0.21235057950506092,1,12.931,0.2805,0.2922
16,0.21235057950506092,0,13.181,0.2294544240039044,2.62393497819865e-16
0.5,0.15576294172003172,0,6.436,0.2802,0.2936
0.5,0.21235057950506092,1,13.251,0.007123838074614803,8.146492700740882e-18
0.5,0.09292843517846627,1,1.792,0.007123838074614803,8.146492700740882e-18
full,0.10304139447451709,1,2.138,0.2778,0.2932
16,0.17271388129436815,1,8.067,0.2294544240039044,2.62393497819865e-16
0.5,0.10304139447451709,1,2.223,0.007123838074614803,8.146492700740882e-18
full,1.0,1,198.387,0.2843,0.292
16,0.6615270187932356,0,124.079,0.2834,0.2911
full,0.8133431125873235,0,142.719,0.2834,0.291
full,1.0,0,199.164,0.2842,0.292
16,0.23545968236365628,0,16.812,0.2294544240039044,2.62393497819865e-16
full,0.15576294172003172,1,6.267,0.2795,0.2933
0.5,0.05544126201879391,1,0.547,0.007123838074614803,8.146492700740882e-18
0.5,0.4852418802655602,1,84.873,0.2831,0.2916
0.5,0.5380484445259031,1,106.948,0.007123838074614803,8.146492700740882e-18
full,0.4376179965934659,0,60.667,0.2831,0.2924
16,0.21235057950506092,1,13.22,0.2808,0.292
16,0.6615270187932356,1,170.725,0.2841,0.2912
16,0.5966016958353019,1,134.243,0.2294544240039044,2.62393497819865e-16
0.5,0.7335178556285477,0,214.017,0.2841,0.2912
full,0.3946681412529161,0,49.504,0.2828,0.2929
full,0.11425489899687216,1,2.86,0.278,0.2906
0.5,0.7335178556285477,1,213.539,0.007123838074614803,8.146492700740882e-18
16,0.049999999999999996,0,0.48,0.2728,0.2976
16,0.11425489899687216,1,2.932,0.2294544240039044,2.62393497819865e-16
full,0.17271388129436815,1,7.95,0.2799,0.2928
full,0.12668871584432848,0,3.729,0.2784,0.2915
16,0.09292843517846627,1,1.769,0.2294544240039044,2.62393497819865e-16
0.5,0.23545968236365628,1,16.866,0.2815,0.2931
0.5,0.2610836388957092,0,21.439,0.2827,0.2941
16,0.8133431125873235,0,260.739,0.2841,0.2912
full,0.4376179965934659,1,59.351,0.283,0.2927
