idx, R, G, B, type, Y, x, y, L, M, S, Y1, x1, y1
75, 17.4753, 17.4753, 17.4753, ramp_w, 13.516, 0.2826, 0.2976, NaN, NaN, NaN, NaN, NaN, NaN
76, 18.7382, 18.7382, 18.7382, ramp_w, 14.626, 0.2822, 0.2975, NaN, NaN, NaN, NaN, NaN, NaN
77, 20.0923, 20.0923, 20.0923, ramp_w, 15.704, 0.2815, 0.2955, NaN, NaN, NaN, NaN, NaN, NaN
78, 21.5443, 21.5443, 21.5443, ramp_w, 17.042, 0.2809, 0.295, NaN, NaN, NaN, NaN, NaN, NaN
79, 23.1013, 23.1013, 23.1013, ramp_w, 18.118, 0.2807, 0.2947, NaN, NaN, NaN, NaN, NaN, NaN
80, 24.7708, 24.7708, 24.7708, ramp_w, 19.553, 0.2803, 0.294, NaN, NaN, NaN, NaN, NaN, NaN
81, 26.5609, 26.5609, 26.5609, ramp_w, 20.895, 0.2795, 0.2951, NaN, NaN, NaN, NaN, NaN, NaN
82, 28.4804, 28.4804, 28.4804, ramp_w, 22.404, 0.2825, 0.297, NaN, NaN, NaN, NaN, NaN, NaN
83, 30.5386, 30.5386, 30.5386, ramp_w, 24.324, 0.2823, 0.2956, NaN, NaN, NaN, NaN, NaN, NaN
84, 32.7455, 32.7455, 32.7455, ramp_w, 26.381, 0.2802, 0.2954, NaN, NaN, NaN, NaN, NaN, NaN
85, 35.1119, 35.1119, 35.1119, ramp_w, 28.405, 0.2817, 0.2939, NaN, NaN, NaN, NaN, NaN, NaN
86, 37.6494, 37.6494, 37.6494, ramp_w, 30.825, 0.2806, 0.2954, NaN, NaN, NaN, NaN, NaN, NaN
87, 40.3702, 40.3702, 40.3702, ramp_w, 33.557, 0.283, 0.2954, NaN, NaN, NaN, NaN, NaN, NaN
88, 43.2876, 43.2876, 43.2876, ramp_w, 35.72, 0.2826, 0.2941, NaN, NaN, NaN, NaN, NaN, NaN
89, 46.4159, 46.4159, 46.4159, ramp_w, 37.473, 0.2835, 0.2959, NaN, NaN, NaN, NaN, NaN, NaN
90, 49.7702, 49.7702, 49.7702, ramp_w, 40.939, 0.2809, 0.2936, NaN, NaN, NaN, NaN, NaN, NaN
91, 53.367, 53.367, 53.367, ramp_w, 44.062, 0.2815, 0.294, NaN, NaN, NaN, NaN, NaN, NaN
92, 57.2237, 57.2237, 57.2237, ramp_w, 47.682, 0.2808, 0.2955, NaN, NaN, NaN, NaN, NaN, NaN
93, 61.3591, 61.3591, 61.3591, ramp_w, 50.749, 0.2846, 0.2969, NaN, NaN, NaN, NaN, NaN, NaN
94, 65.7933, 65.7933, 65.7933, ramp_w, 54.96, 0.2819, 0.2943, NaN, NaN, NaN, NaN, NaN, NaN
95, 70.548, 70.548, 70.548, ramp_w, 58.844, 0.2819, 0.2939, NaN, NaN, NaN, NaN, NaN, NaN
96, 75.6463, 75.6463, 75.6463, ramp_w, 63.622, 0.2822, 0.2936, NaN, NaN, NaN, NaN, NaN, NaN
97, 81.1131, 81.1131, 81.1131, ramp_w, 68.967, 0.282, 0.2935, NaN, NaN, NaN, NaN, NaN, NaN
98, 86.9749, 86.9749, 86.9749, ramp_w, 73.494, 0.2823, 0.2939, NaN, NaN, NaN, NaN, NaN, NaN
99, 93.2603, 93.2603, 93.2603, ramp_w, 79.062, 0.2826, 0.294, NaN, NaN, NaN, NaN, NaN, NaN
100, 100, 100, 100, ramp_w, 86.119, 0.2833, 0.2948, NaN, NaN, NaN, NaN, NaN, NaN
