idx, R, G, B, type, Y, x, y, L, M, S, Y1, x1, y1
835, 122.47, 122.47, 122.47, ramp_w, 120.768, 0.2826, 0.2878, NaN, NaN, NaN, NaN, NaN, NaN
836, 123.518, 123.518, 123.518, ramp_w, 121.756, 0.2825, 0.2876, NaN, NaN, NaN, NaN, NaN, NaN
837, 124.576, 124.576, 124.576, ramp_w, 122.619, 0.2825, 0.2877, NaN, NaN, NaN, NaN, NaN, NaN
838, 125.643, 125.643, 125.643, ramp_w, 122.675, 0.2825, 0.2877, NaN, NaN, NaN, NaN, NaN, NaN
839, 126.718, 126.718, 126.718, ramp_w, 124.229, 0.2825, 0.2872, NaN, NaN, NaN, NaN, NaN, NaN
840, 127.803, 127.803, 127.803, ramp_w, 125.549, 0.2824, 0.2874, NaN, NaN, NaN, NaN, NaN, NaN
841, 128.898, 128.898, 128.898, ramp_w, 125.555, 0.2824, 0.2874, NaN, NaN, NaN, NaN, NaN, NaN
842, 130.001, 130.001, 130.001, ramp_w, 126.575, 0.2825, 0.2871, NaN, NaN, NaN, NaN, NaN, NaN
843, 131.114, 131.114, 131.114, ramp_w, 129.276, 0.2824, 0.2874, NaN, NaN, NaN, NaN, NaN, NaN
844, 132.237, 132.237, 132.237, ramp_w, 130.413, 0.2827, 0.2874, NaN, NaN, NaN, NaN, NaN, NaN
845, 133.369, 133.369, 133.369, ramp_w, 131.348, 0.2824, 0.2873, NaN, NaN, NaN, NaN, NaN, NaN
846, 134.511, 134.511, 134.511, ramp_w, 133.141, 0.2826, 0.2871, NaN, NaN, NaN, NaN, NaN, NaN
847, 135.663, 135.663, 135.663, ramp_w, 133.14, 0.2826, 0.2871, NaN, NaN, NaN, NaN, NaN, NaN
848, 136.824, 136.824, 136.824, ramp_w, 134.456, 0.2829, 0.2872, NaN, NaN, NaN, NaN, NaN, NaN
849, 137.996, 137.996, 137.996, ramp_w, 134.359, 0.2829, 0.2872, NaN, NaN, NaN, NaN, NaN, NaN
850, 139.178, 139.178, 139.178, ramp_w, 136.823, 0.2829, 0.2874, NaN, NaN, NaN, NaN, NaN, NaN
851, 140.369, 140.369, 140.369, ramp_w, 139.169, 0.283, 0.2876, NaN, NaN, NaN, NaN, NaN, NaN
852, 141.571, 141.571, 141.571, ramp_w, 140.797, 0.2829, 0.2878, NaN, NaN, NaN, NaN, NaN, NaN
853, 142.783, 142.783, 142.783, ramp_w, 141.569, 0.2827, 0.2876, NaN, NaN, NaN, NaN, NaN, NaN
854, 144.006, 144.006, 144.006, ramp_w, 143.899, 0.2827, 0.2877, NaN, NaN, NaN, NaN, NaN, NaN
855, 145.239, 145.239, 145.239, ramp_w, 145.523, 0.2828, 0.2879, NaN, NaN, NaN, NaN, NaN, NaN
856, 146.482, 146.482, 146.482, ramp_w, 145.611, 0.2828, 0.2879, NaN, NaN, NaN, NaN, NaN, NaN
857, 147.737, 147.737, 147.737, ramp_w, 145.621, 0.2828, 0.2879, NaN, NaN, NaN, NaN, NaN, NaN
858, 149.001, 149.001, 149.001, ramp_w, 148.251, 0.2828, 0.2875, NaN, NaN, NaN, NaN, NaN, NaN
859, 150.277, 150.277, 150.277, ramp_w, 150.146, 0.2829, 0.2877, NaN, NaN, NaN, NaN, NaN, NaN
860, 151.564, 151.564, 151.564, ramp_w, 151.776, 0.283, 0.2879, NaN, NaN, NaN, NaN, NaN, NaN
861, 152.862, 152.862, 152.862, ramp_w, 152.641, 0.283, 0.2881, NaN, NaN, NaN, NaN, NaN, NaN
862, 154.17, 154.17, 154.17, ramp_w, 155.069, 0.283, 0.2879, NaN, NaN, NaN, NaN, NaN, NaN
863, 155.49, 155.49, 155.49, ramp_w, 156.943, 0.2831, 0.288, NaN, NaN, NaN, NaN, NaN, NaN
864, 156.822, 156.822, 156.822, ramp_w, 157.007, 0.2831, 0.288, NaN, NaN, NaN, NaN, NaN, NaN
865, 158.165, 158.165, 158.165, ramp_w, 160.297, 0.2831, 0.288, NaN, NaN, NaN, NaN, NaN, NaN
866, 159.519, 159.519, 159.519, ramp_w, 160.252, 0.2831, 0.288, NaN, NaN, NaN, NaN, NaN, NaN
867, 160.885, 160.885, 160.885, ramp_w, 161.836, 0.2831, 0.288, NaN, NaN, NaN, NaN, NaN, NaN
868, 162.262, 162.262, 162.262, ramp_w, 162.714, 0.2831, 0.288, NaN, NaN, NaN, NaN, NaN, NaN
869, 163.651, 163.651, 163.651, ramp_w, 164.994, 0.283, 0.2882, NaN, NaN, NaN, NaN, NaN, NaN
870, 165.053, 165.053, 165.053, ramp_w, 166.558, 0.2829, 0.2881, NaN, NaN, NaN, NaN, NaN, NaN
871, 166.466, 166.466, 166.466, ramp_w, 167.604, 0.283, 0.2882, NaN, NaN, NaN, NaN, NaN, NaN
872, 167.891, 167.891, 167.891, ramp_w, 167.707, 0.283, 0.2882, NaN, NaN, NaN, NaN, NaN, NaN
873, 169.329, 169.329, 169.329, ramp_w, 172.219, 0.2831, 0.2879, NaN, NaN, NaN, NaN, NaN, NaN
874, 170.779, 170.779, 170.779, ramp_w, 173.663, 0.2832, 0.2881, NaN, NaN, NaN, NaN, NaN, NaN
875, 172.241, 172.241, 172.241, ramp_w, 175.926, 0.2833, 0.2883, NaN, NaN, NaN, NaN, NaN, NaN
876, 173.716, 173.716, 173.716, ramp_w, 175.943, 0.2833, 0.2883, NaN, NaN, NaN, NaN, NaN, NaN
877, 175.203, 175.203, 175.203, ramp_w, 177.646, 0.2834, 0.2885, NaN, NaN, NaN, NaN, NaN, NaN
878, 176.703, 176.703, 176.703, ramp_w, 178.62, 0.2833, 0.2881, NaN, NaN, NaN, NaN, NaN, NaN
879, 178.216, 178.216, 178.216, ramp_w, 181.425, 0.2833, 0.2882, NaN, NaN, NaN, NaN, NaN, NaN
880, 179.742, 179.742, 179.742, ramp_w, 181.448, 0.2833, 0.2882, NaN, NaN, NaN, NaN, NaN, NaN
881, 181.281, 181.281, 181.281, ramp_w, 184.375, 0.2834, 0.2885, NaN, NaN, NaN, NaN, NaN, NaN
882, 182.833, 182.833, 182.833, ramp_w, 186.994, 0.2833, 0.2885, NaN, NaN, NaN, NaN, NaN, NaN
883, 184.398, 184.398, 184.398, ramp_w, 188.906, 0.2834, 0.2885, NaN, NaN, NaN, NaN, NaN, NaN
884, 185.977, 185.977, 185.977, ramp_w, 189.823, 0.2833, 0.2883, NaN, NaN, NaN, NaN, NaN, NaN
885, 187.57, 187.57, 187.57, ramp_w, 192.447, 0.2833, 0.2883, NaN, NaN, NaN, NaN, NaN, NaN
886, 189.176, 189.176, 189.176, ramp_w, 194.544, 0.2834, 0.2885, NaN, NaN, NaN, NaN, NaN, NaN
887, 190.795, 190.795, 190.795, ramp_w, 194.585, 0.2834, 0.2885, NaN, NaN, NaN, NaN, NaN, NaN
888, 192.429, 192.429, 192.429, ramp_w, 194.633, 0.2834, 0.2885, NaN, NaN, NaN, NaN, NaN, NaN
889, 194.077, 194.077, 194.077, ramp_w, 198.063, 0.2835, 0.2883, NaN, NaN, NaN, NaN, NaN, NaN
890, 195.738, 195.738, 195.738, ramp_w, 199.895, 0.2834, 0.2883, NaN, NaN, NaN, NaN, NaN, NaN
891, 197.414, 197.414, 197.414, ramp_w, 201.14, 0.2834, 0.2882, NaN, NaN, NaN, NaN, NaN, NaN
892, 199.105, 199.105, 199.105, ramp_w, 203.948, 0.2835, 0.2886, NaN, NaN, NaN, NaN, NaN, NaN
893, 200.809, 200.809, 200.809, ramp_w, 206.125, 0.2835, 0.2886, NaN, NaN, NaN, NaN, NaN, NaN
894, 202.529, 202.529, 202.529, ramp_w, 207.442, 0.2836, 0.2887, NaN, NaN, NaN, NaN, NaN, NaN
895, 204.263, 204.263, 204.263, ramp_w, 207.544, 0.2836, 0.2887, NaN, NaN, NaN, NaN, NaN, NaN
896, 206.012, 206.012, 206.012, ramp_w, 212.403, 0.2834, 0.2883, NaN, NaN, NaN, NaN, NaN, NaN
897, 207.776, 207.776, 207.776, ramp_w, 213.465, 0.2833, 0.2883, NaN, NaN, NaN, NaN, NaN, NaN
898, 209.555, 209.555, 209.555, ramp_w, 216.265, 0.2833, 0.2884, NaN, NaN, NaN, NaN, NaN, NaN
899, 211.349, 211.349, 211.349, ramp_w, 216.294, 0.2833, 0.2884, NaN, NaN, NaN, NaN, NaN, NaN
900, 213.159, 213.159, 213.159, ramp_w, 218.57, 0.2832, 0.2884, NaN, NaN, NaN, NaN, NaN, NaN
901, 214.984, 214.984, 214.984, ramp_w, 219.809, 0.2832, 0.2882, NaN, NaN, NaN, NaN, NaN, NaN
902, 216.824, 216.824, 216.824, ramp_w, 222.891, 0.2832, 0.2884, NaN, NaN, NaN, NaN, NaN, NaN
903, 218.681, 218.681, 218.681, ramp_w, 222.996, 0.2832, 0.2884, NaN, NaN, NaN, NaN, NaN, NaN
904, 220.553, 220.553, 220.553, ramp_w, 226.807, 0.2833, 0.2881, NaN, NaN, NaN, NaN, NaN, NaN
905, 222.442, 222.442, 222.442, ramp_w, 229.396, 0.2832, 0.2881, NaN, NaN, NaN, NaN, NaN, NaN
906, 224.346, 224.346, 224.346, ramp_w, 231.671, 0.2833, 0.2882, NaN, NaN, NaN, NaN, NaN, NaN
907, 226.267, 226.267, 226.267, ramp_w, 233.689, 0.2834, 0.2884, NaN, NaN, NaN, NaN, NaN, NaN
908, 228.204, 228.204, 228.204, ramp_w, 236.205, 0.2834, 0.2883, NaN, NaN, NaN, NaN, NaN, NaN
909, 230.158, 230.158, 230.158, ramp_w, 238.162, 0.2834, 0.2883, NaN, NaN, NaN, NaN, NaN, NaN
910, 232.129, 232.129, 232.129, ramp_w, 238.239, 0.2834, 0.2884, NaN, NaN, NaN, NaN, NaN, NaN
911, 234.117, 234.117, 234.117, ramp_w, 238.364, 0.2834, 0.2884, NaN, NaN, NaN, NaN, NaN, NaN
912, 236.121, 236.121, 236.121, ramp_w, 242.863, 0.2832, 0.2882, NaN, NaN, NaN, NaN, NaN, NaN
913, 238.143, 238.143, 238.143, ramp_w, 243.942, 0.2831, 0.2881, NaN, NaN, NaN, NaN, NaN, NaN
914, 240.182, 240.182, 240.182, ramp_w, 246.207, 0.2832, 0.2881, NaN, NaN, NaN, NaN, NaN, NaN
915, 242.238, 242.238, 242.238, ramp_w, 248.323, 0.2832, 0.2881, NaN, NaN, NaN, NaN, NaN, NaN
916, 244.312, 244.312, 244.312, ramp_w, 249.827, 0.2832, 0.2882, NaN, NaN, NaN, NaN, NaN, NaN
917, 246.404, 246.404, 246.404, ramp_w, 252.454, 0.2833, 0.2881, NaN, NaN, NaN, NaN, NaN, NaN
918, 248.514, 248.514, 248.514, ramp_w, 252.495, 0.2833, 0.2881, NaN, NaN, NaN, NaN, NaN, NaN
919, 250.642, 250.642, 250.642, ramp_w, 257.046, 0.2833, 0.288, NaN, NaN, NaN, NaN, NaN, NaN
920, 252.788, 252.788, 252.788, ramp_w, 259.609, 0.2834, 0.2882, NaN, NaN, NaN, NaN, NaN, NaN
921, 254.952, 254.952, 254.952, ramp_w, 261.547, 0.2836, 0.2883, NaN, NaN, NaN, NaN, NaN, NaN
922, 257.135, 257.135, 257.135, ramp_w, 264.283, 0.2835, 0.2883, NaN, NaN, NaN, NaN, NaN, NaN
923, 259.337, 259.337, 259.337, ramp_w, 264.341, 0.2835, 0.2883, NaN, NaN, NaN, NaN, NaN, NaN
924, 261.557, 261.557, 261.557, ramp_w, 266.94, 0.2836, 0.2885, NaN, NaN, NaN, NaN, NaN, NaN
925, 263.797, 263.797, 263.797, ramp_w, 268.702, 0.2835, 0.2882, NaN, NaN, NaN, NaN, NaN, NaN
926, 266.055, 266.055, 266.055, ramp_w, 268.863, 0.2834, 0.2882, NaN, NaN, NaN, NaN, NaN, NaN
927, 268.334, 268.334, 268.334, ramp_w, 274.084, 0.2833, 0.2883, NaN, NaN, NaN, NaN, NaN, NaN
928, 270.631, 270.631, 270.631, ramp_w, 276.078, 0.2833, 0.2882, NaN, NaN, NaN, NaN, NaN, NaN
929, 272.948, 272.948, 272.948, ramp_w, 278.024, 0.2832, 0.2881, NaN, NaN, NaN, NaN, NaN, NaN
930, 275.285, 275.285, 275.285, ramp_w, 280.051, 0.2832, 0.2881, NaN, NaN, NaN, NaN, NaN, NaN
931, 277.642, 277.642, 277.642, ramp_w, 281.12, 0.2832, 0.2881, NaN, NaN, NaN, NaN, NaN, NaN
932, 280.019, 280.019, 280.019, ramp_w, 283.926, 0.2832, 0.2881, NaN, NaN, NaN, NaN, NaN, NaN
933, 282.417, 282.417, 282.417, ramp_w, 283.987, 0.2832, 0.2881, NaN, NaN, NaN, NaN, NaN, NaN
934, 284.835, 284.835, 284.835, ramp_w, 287.641, 0.2833, 0.2881, NaN, NaN, NaN, NaN, NaN, NaN
935, 287.274, 287.274, 287.274, ramp_w, 289.757, 0.2832, 0.288, NaN, NaN, NaN, NaN, NaN, NaN
936, 289.734, 289.734, 289.734, ramp_w, 289.879, 0.2832, 0.288, NaN, NaN, NaN, NaN, NaN, NaN
937, 292.214, 292.214, 292.214, ramp_w, 291.91, 0.2833, 0.2881, NaN, NaN, NaN, NaN, NaN, NaN
938, 294.716, 294.716, 294.716, ramp_w, 293.882, 0.2832, 0.288, NaN, NaN, NaN, NaN, NaN, NaN
939, 297.24, 297.24, 297.24, ramp_w, 295.948, 0.2832, 0.2879, NaN, NaN, NaN, NaN, NaN, NaN
940, 299.785, 299.785, 299.785, ramp_w, 298.174, 0.2833, 0.2882, NaN, NaN, NaN, NaN, NaN, NaN
941, 302.352, 302.352, 302.352, ramp_w, 298.258, 0.2833, 0.2882, NaN, NaN, NaN, NaN, NaN, NaN
942, 304.94, 304.94, 304.94, ramp_w, 301.711, 0.2832, 0.2881, NaN, NaN, NaN, NaN, NaN, NaN
943, 307.551, 307.551, 307.551, ramp_w, 304.224, 0.2832, 0.2881, NaN, NaN, NaN, NaN, NaN, NaN
944, 310.185, 310.185, 310.185, ramp_w, 306.321, 0.2831, 0.288, NaN, NaN, NaN, NaN, NaN, NaN
945, 312.841, 312.841, 312.841, ramp_w, 307.673, 0.283, 0.2878, NaN, NaN, NaN, NaN, NaN, NaN
946, 315.519, 315.519, 315.519, ramp_w, 310.802, 0.283, 0.2878, NaN, NaN, NaN, NaN, NaN, NaN
947, 318.221, 318.221, 318.221, ramp_w, 313.157, 0.2832, 0.288, NaN, NaN, NaN, NaN, NaN, NaN
948, 320.945, 320.945, 320.945, ramp_w, 313.306, 0.2831, 0.288, NaN, NaN, NaN, NaN, NaN, NaN
949, 323.693, 323.693, 323.693, ramp_w, 313.42, 0.2831, 0.288, NaN, NaN, NaN, NaN, NaN, NaN
950, 326.465, 326.465, 326.465, ramp_w, 317.34, 0.283, 0.2877, NaN, NaN, NaN, NaN, NaN, NaN
951, 329.26, 329.26, 329.26, ramp_w, 319.671, 0.283, 0.2878, NaN, NaN, NaN, NaN, NaN, NaN
952, 332.079, 332.079, 332.079, ramp_w, 320.862, 0.283, 0.2876, NaN, NaN, NaN, NaN, NaN, NaN
953, 334.923, 334.923, 334.923, ramp_w, 324.185, 0.2832, 0.288, NaN, NaN, NaN, NaN, NaN, NaN
954, 337.79, 337.79, 337.79, ramp_w, 326.675, 0.2831, 0.288, NaN, NaN, NaN, NaN, NaN, NaN
955, 340.682, 340.682, 340.682, ramp_w, 328.286, 0.2832, 0.2879, NaN, NaN, NaN, NaN, NaN, NaN
956, 343.599, 343.599, 343.599, ramp_w, 328.373, 0.2832, 0.2879, NaN, NaN, NaN, NaN, NaN, NaN
957, 346.541, 346.541, 346.541, ramp_w, 332.396, 0.2831, 0.2879, NaN, NaN, NaN, NaN, NaN, NaN
958, 349.509, 349.509, 349.509, ramp_w, 333.5, 0.2832, 0.2878, NaN, NaN, NaN, NaN, NaN, NaN
959, 352.501, 352.501, 352.501, ramp_w, 335.215, 0.2831, 0.2877, NaN, NaN, NaN, NaN, NaN, NaN
960, 355.519, 355.519, 355.519, ramp_w, 335.882, 0.2832, 0.2878, NaN, NaN, NaN, NaN, NaN, NaN
961, 358.563, 358.563, 358.563, ramp_w, 339.178, 0.2832, 0.288, NaN, NaN, NaN, NaN, NaN, NaN
962, 361.633, 361.633, 361.633, ramp_w, 339.886, 0.2831, 0.2879, NaN, NaN, NaN, NaN, NaN, NaN
963, 364.73, 364.73, 364.73, ramp_w, 339.967, 0.2831, 0.2878, NaN, NaN, NaN, NaN, NaN, NaN
964, 367.853, 367.853, 367.853, ramp_w, 342.892, 0.2831, 0.2879, NaN, NaN, NaN, NaN, NaN, NaN
965, 371.002, 371.002, 371.002, ramp_w, 342.871, 0.2831, 0.2879, NaN, NaN, NaN, NaN, NaN, NaN
966, 374.179, 374.179, 374.179, ramp_w, 346.005, 0.2832, 0.288, NaN, NaN, NaN, NaN, NaN, NaN
967, 377.383, 377.383, 377.383, ramp_w, 347.813, 0.2831, 0.2879, NaN, NaN, NaN, NaN, NaN, NaN
968, 380.614, 380.614, 380.614, ramp_w, 350.102, 0.2831, 0.2879, NaN, NaN, NaN, NaN, NaN, NaN
969, 383.873, 383.873, 383.873, ramp_w, 351.1, 0.2831, 0.2879, NaN, NaN, NaN, NaN, NaN, NaN
970, 387.159, 387.159, 387.159, ramp_w, 354.207, 0.283, 0.2877, NaN, NaN, NaN, NaN, NaN, NaN
971, 390.474, 390.474, 390.474, ramp_w, 354.426, 0.283, 0.2877, NaN, NaN, NaN, NaN, NaN, NaN
972, 393.818, 393.818, 393.818, ramp_w, 358.426, 0.283, 0.2879, NaN, NaN, NaN, NaN, NaN, NaN
973, 397.19, 397.19, 397.19, ramp_w, 359.342, 0.283, 0.2878, NaN, NaN, NaN, NaN, NaN, NaN
974, 400.59, 400.59, 400.59, ramp_w, 361.901, 0.2831, 0.2879, NaN, NaN, NaN, NaN, NaN, NaN
975, 404.02, 404.02, 404.02, ramp_w, 364.211, 0.2831, 0.2878, NaN, NaN, NaN, NaN, NaN, NaN
976, 407.48, 407.48, 407.48, ramp_w, 366.613, 0.2829, 0.2877, NaN, NaN, NaN, NaN, NaN, NaN
977, 410.968, 410.968, 410.968, ramp_w, 367.748, 0.2832, 0.288, NaN, NaN, NaN, NaN, NaN, NaN
978, 414.487, 414.487, 414.487, ramp_w, 367.911, 0.2832, 0.288, NaN, NaN, NaN, NaN, NaN, NaN
979, 418.036, 418.036, 418.036, ramp_w, 368.035, 0.2832, 0.288, NaN, NaN, NaN, NaN, NaN, NaN
980, 421.615, 421.615, 421.615, ramp_w, 373.127, 0.2829, 0.2878, NaN, NaN, NaN, NaN, NaN, NaN
981, 425.225, 425.225, 425.225, ramp_w, 375.246, 0.2829, 0.288, NaN, NaN, NaN, NaN, NaN, NaN
982, 428.866, 428.866, 428.866, ramp_w, 376.416, 0.2829, 0.2878, NaN, NaN, NaN, NaN, NaN, NaN
983, 432.538, 432.538, 432.538, ramp_w, 379.085, 0.2829, 0.2878, NaN, NaN, NaN, NaN, NaN, NaN
984, 436.242, 436.242, 436.242, ramp_w, 382.327, 0.283, 0.2879, NaN, NaN, NaN, NaN, NaN, NaN
985, 439.977, 439.977, 439.977, ramp_w, 384.209, 0.2829, 0.2876, NaN, NaN, NaN, NaN, NaN, NaN
986, 443.744, 443.744, 443.744, ramp_w, 384.538, 0.2829, 0.2877, NaN, NaN, NaN, NaN, NaN, NaN
987, 447.544, 447.544, 447.544, ramp_w, 388.468, 0.2829, 0.2877, NaN, NaN, NaN, NaN, NaN, NaN
988, 451.375, 451.375, 451.375, ramp_w, 390.576, 0.2829, 0.2876, NaN, NaN, NaN, NaN, NaN, NaN
989, 455.24, 455.24, 455.24, ramp_w, 392.455, 0.2829, 0.2876, NaN, NaN, NaN, NaN, NaN, NaN
990, 459.138, 459.138, 459.138, ramp_w, 393.893, 0.2828, 0.2874, NaN, NaN, NaN, NaN, NaN, NaN
991, 463.069, 463.069, 463.069, ramp_w, 396.043, 0.2829, 0.2876, NaN, NaN, NaN, NaN, NaN, NaN
992, 467.034, 467.034, 467.034, ramp_w, 396.227, 0.2829, 0.2875, NaN, NaN, NaN, NaN, NaN, NaN
993, 471.033, 471.033, 471.033, ramp_w, 398.672, 0.2829, 0.2876, NaN, NaN, NaN, NaN, NaN, NaN
994, 475.066, 475.066, 475.066, ramp_w, 401.853, 0.283, 0.2879, NaN, NaN, NaN, NaN, NaN, NaN
995, 479.134, 479.134, 479.134, ramp_w, 403.31, 0.283, 0.288, NaN, NaN, NaN, NaN, NaN, NaN
996, 483.236, 483.236, 483.236, ramp_w, 406.09, 0.283, 0.288, NaN, NaN, NaN, NaN, NaN, NaN
997, 487.374, 487.374, 487.374, ramp_w, 406.159, 0.283, 0.288, NaN, NaN, NaN, NaN, NaN, NaN
998, 491.547, 491.547, 491.547, ramp_w, 408.179, 0.2829, 0.2875, NaN, NaN, NaN, NaN, NaN, NaN
999, 495.755, 495.755, 495.755, ramp_w, 410.533, 0.283, 0.288, NaN, NaN, NaN, NaN, NaN, NaN
1000, 500, 500, 500, ramp_w, 410.686, 0.283, 0.288, NaN, NaN, NaN, NaN, NaN, NaN
